1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,41,1,1,1,1,1,1,1,0,0,0,0,1,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,40,0,1,1,1,1,1,1,0,0,1,1,1,1,1,61,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,40,0,1,1,1,1,1,1,0,0,1,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,1,1,0,0,1,1,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,40,0,0,0,0,0,1,1,0,0,1,1,1,0,0,60,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,41,0,0,0,0,0,1,1,0,0,1,1,0,0,0,60,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,41,1,1,0,0,0,1,1,0,0,1,1,0,0,0,60,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,41,1,1,0,0,1,1,1,0,0,1,1,0,0,0,60,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0
0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,40,0,0,0,0,1,1,1,0,0,1,1,0,0,0,60,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,1,1,1,0,0,1,1,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,1,1,1,0,0,1,1,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,41,0,0,1,1,1,1,1,0,0,0,1,1,1,1,60,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,1,1,1,1,1,1,0,0,0,0,1,1,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,1,1,1,1,1,1,0,0,0,0,1,1,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
